Note, Blocked=TRUE IPs will stop having their metrics updated as they have been blocked.						
						
TotalIps: 3138, TotalTxs: 4097594, AvgFees: 251711						
						
IP	TxCount	DupCount	AvgFee	MinFee	MaxFee	Blocked
103.219.168.131	135	182	8093	5012	75000	TRUE
141.98.216.240	134	585	1044173	5000	120010000	FALSE
104.164.35.157	134	700	349029	6000	38005000	FALSE
3.94.202.100	134	1327	444640	11000	30005000	FALSE
45.77.181.138	134	387	19084	5001	216778	TRUE
78.46.181.135	134	1603	16900	16900	16900	TRUE
51.195.199.127	134	273	18512	6969	30100	TRUE
169.150.223.19	133	139	16476	15961	28826	TRUE
195.181.173.208	133	231	29031	15916	350062	TRUE
185.102.218.142	133	185	24429	15897	133332	TRUE
195.181.173.222	133	139	35300	15905	726631	TRUE
195.181.173.134	132	201	21249	15913	102523	TRUE
103.219.168.143	132	50	13106	5234	103651	TRUE
208.115.205.234	131	527	67220	5000	5005000	FALSE
185.102.218.141	130	136	25545	15940	139532	TRUE
141.98.216.167	130	678	55350	5000	4005000	TRUE
108.208.220.206	130	11	13312	12926	13401	TRUE
54.38.220.226	130	331	29278	6969	74632	TRUE
51.75.164.243	130	274	17481	6969	30100	TRUE
93.115.25.113	129	701	28438	5003	225000	TRUE
185.209.179.163	129	709	628425	5125	30005000	FALSE
185.229.191.83	129	105	24364	15897	230944	TRUE
140.82.63.52	129	162	40196	5000	2253636	TRUE
141.98.218.35	129	796	22256	5000	155000	TRUE
103.50.32.195	129	337	16280	5000	88161	TRUE
185.8.106.36	129	0	115000	115000	115000	FALSE
204.16.245.172	129	108	14107	6844	200292	TRUE
195.181.173.239	129	303	30199	15963	417552	TRUE
167.179.75.125	128	395	101097	5000	10005001	FALSE
135.148.154.226	128	424	33107	5100	187720	TRUE
195.181.173.241	128	376	25369	15898	281900	TRUE
216.144.245.106	127	460	236290	5000	6255000	FALSE
51.195.72.154	127	341	111306	5900	9514905	FALSE
44.213.80.113	127	739	103951	5050	405000	FALSE
66.135.4.92	127	256	78278	5000	505000	FALSE
157.52.220.226	127	360	16848	5000	505000	TRUE
185.102.218.150	127	94	25202	15911	258309	TRUE
185.102.218.147	127	132	25234	15933	575587	TRUE
5.199.172.153	127	645	5452	5324	5916	TRUE
67.209.52.61	127	337	14491	5000	105000	TRUE
67.209.52.30	127	397	17491	5000	205000	TRUE
45.63.18.130	126	241	33636	5000	1005001	TRUE
45.63.20.234	126	399	24826	5000	1005001	TRUE
45.63.20.236	126	186	43704	5000	1505000	TRUE
173.231.44.46	126	345	14611	6002	21881	TRUE
3.134.118.248	126	1062	15529	5101	105000	TRUE
195.181.173.140	126	310	26617	15904	154833	TRUE
84.32.189.73	125	394	485743	333251	593251	FALSE
185.102.218.155	125	191	39733	15904	653613	TRUE
185.229.191.117	125	90	23680	15950	137295	TRUE
185.102.218.154	125	162	36420	15905	647727	TRUE
51.195.199.72	125	299	18571	6969	30100	TRUE
204.16.243.82	124	516	63433	5000	3735545	FALSE
138.3.208.118	124	410	5829	5010	33121	TRUE
185.229.191.118	124	80	21030	15909	74491	TRUE
202.8.9.133	124	266	5910	5910	5980	TRUE
51.195.199.102	124	253	17850	6969	30100	TRUE
67.209.54.139	124	287	31372	5000	1005001	TRUE
202.8.8.21	123	826	16995	5000	65000	TRUE
103.219.171.41	123	386	41729	5000	415000	TRUE
162.19.168.181	123	9	31554	5000	1355114	TRUE
74.118.143.203	123	144	6250	5012	14800	TRUE
51.195.72.148	123	313	27242	6969	1355127	TRUE
173.231.44.50	123	347	14114	6002	22007	TRUE
195.181.173.233	123	299	27604	15925	188094	TRUE
138.197.86.217	122	381	94556	20340	1612005	FALSE
185.102.218.138	122	125	24106	15900	241954	TRUE
195.181.173.151	122	211	23344	15950	212898	TRUE
185.102.218.145	121	119	24088	15920	278220	TRUE
198.20.161.102	121	67	18488	13194	115000	TRUE
67.209.54.47	121	212	5338	5040	25000	TRUE
51.195.199.120	121	253	18632	6969	30100	TRUE
51.195.199.96	121	280	29312	6969	1305000	TRUE
204.16.242.185	121	458	42161	5001	3005000	TRUE
74.118.139.42	121	81	8962	6500	22940	TRUE
74.63.235.194	120	661	73068	5000	4066362	FALSE
195.181.173.143	120	114	25700	15943	473869	TRUE
51.195.72.152	120	330	35981	6969	1005084	TRUE
51.195.199.179	120	291	18407	6969	30100	TRUE
51.195.199.111	120	296	16593	6969	30100	TRUE
173.231.44.51	120	345	13820	6026	21854	TRUE
45.250.255.171	120	147	11206	5000	70000	TRUE
195.181.173.240	120	282	23870	15899	245450	TRUE
216.144.245.154	119	376	419382	5000	6255000	FALSE
208.115.224.2	119	302	334091	5000	7505001	FALSE
157.52.220.242	119	599	37884	5003	505000	TRUE
195.181.173.224	119	185	20594	15899	105551	TRUE
185.102.218.133	119	197	23149	15897	125928	TRUE
202.8.8.43	119	649	57600	5000	5005001	TRUE
142.4.53.78	119	301	46312	21568	311349	TRUE
204.16.244.221	119	433	5000	5000	5000	TRUE
51.195.199.126	119	247	17819	6969	30100	TRUE
204.16.241.202	119	360	33454	5001	885000	TRUE
84.32.189.37	118	687	108504	5000	10005000	FALSE
185.229.191.113	118	84	21695	15926	105854	TRUE
185.102.218.158	118	181	24142	15902	275113	TRUE
51.75.164.253	118	291	17809	6969	30100	TRUE
51.195.72.164	118	309	16625	6969	22000	TRUE
198.178.224.132	118	168	17032	5225	55000	TRUE
195.181.173.226	118	254	31886	15911	438053	TRUE
195.181.173.238	118	540	31760	15901	470876	TRUE
208.91.106.160	117	43	104839	9823	1986615	FALSE
104.156.249.70	117	173	26785	5000	1005001	TRUE
173.231.11.44	117	495	42390	21817	161342	TRUE
57.128.175.199	117	133	22738	6092	52432	TRUE
195.181.173.146	117	197	20462	15903	60962	TRUE
208.91.106.84	117	552	15087	5000	235005	TRUE
5.199.162.123	117	261	5467	5287	5872	TRUE
51.38.121.134	117	314	15285	6969	22008	TRUE
135.125.227.232	117	364	17813	6969	22006	TRUE
51.195.199.115	117	262	17708	6969	30100	TRUE
208.115.224.46	116	482	453457	5000	7505001	FALSE
185.102.218.134	116	160	28255	15899	396151	TRUE
195.181.173.133	116	113	45157	15953	683624	TRUE
64.176.220.92	116	161	11781	5000	52503	TRUE
51.195.199.71	116	286	17469	6969	30100	TRUE
185.229.190.247	116	72	22746	15920	176481	TRUE
158.179.180.72	115	316	16443	5000	405000	TRUE
169.150.242.31	115	434	20898	5009	257000	TRUE
103.106.59.19	115	211	19702	7713	688367	TRUE
173.231.11.46	115	429	36624	21566	310599	TRUE
135.125.227.217	115	306	28654	6969	1355173	TRUE
51.75.164.246	115	245	17626	6969	30100	TRUE
173.231.44.38	115	337	14051	6057	22020	TRUE
173.231.23.234	114	645	68401	5001	5005000	FALSE
202.8.8.36	114	185	7556	5000	20064	TRUE
149.28.230.98	114	180	22974	5000	1005001	TRUE
204.16.244.12	114	234	15658	7758	145216	TRUE
185.8.106.247	114	794	5895	5876	5974	TRUE
202.8.8.60	114	320	34997	5000	1005001	TRUE
160.202.131.254	114	87	13950	6444	20049	TRUE
195.181.173.220	114	194	36650	15969	408089	TRUE
185.229.190.231	114	65	24636	15900	258711	TRUE
66.248.205.6	113	246	21412	5002	305000	TRUE
135.148.61.82	113	235	68101	5423	805193	FALSE
208.115.205.202	113	676	18378	5000	604999	TRUE
141.98.219.86	113	374	24716	5000	720000	TRUE
141.98.217.254	113	298	58754	5000	2255000	TRUE
185.102.218.143	113	155	23731	15905	157570	TRUE
84.32.248.122	113	279	5467	5284	6123	TRUE
130.61.148.203	113	326	8983	5044	45732	TRUE
67.209.52.93	113	206	13219	5083	45000	TRUE
202.8.8.53	113	670	44090	5000	2862144	TRUE
144.202.15.198	113	158	22555	5000	605000	TRUE
208.91.106.60	113	758	26941	5000	425000	TRUE
45.77.204.189	113	191	22545	5000	1005001	TRUE
67.209.54.119	113	466	41203	5000	1010000	TRUE
142.4.53.77	113	392	47689	21562	311313	TRUE
54.37.197.146	113	335	26739	6969	73496	TRUE
51.89.244.46	113	250	17841	6969	30100	TRUE
135.125.227.233	113	291	17767	6969	21978	TRUE
173.231.44.61	113	431	14424	6003	21991	TRUE
173.231.44.47	113	342	27511	6075	1355124	TRUE
173.231.44.37	113	335	15243	6010	22006	TRUE
204.16.242.59	113	401	17575	5001	405000	TRUE
208.91.106.79	113	117	7779	5040	14600	TRUE
141.98.216.69	113	355	21425	5001	425000	TRUE
195.181.173.230	113	143	22124	15905	107163	TRUE
185.229.190.239	113	73	30033	15904	464502	TRUE
131.186.41.112	112	300	17658	5000	405000	TRUE
45.250.254.126	112	288	13225	8637	23238	TRUE
141.98.219.85	112	319	28086	5000	720000	TRUE
198.244.253.137	112	351	17648	5000	425000	TRUE
168.119.210.168	112	102	14182	5225	105000	TRUE
208.91.106.82	112	250	37058	5000	105000	TRUE
170.39.116.250	112	296	13452	5980	47786	TRUE
162.19.98.54	112	243	35979	5100	1605000	TRUE
173.231.44.60	112	357	14826	6014	22008	TRUE
173.231.44.34	112	365	15374	6021	55000	TRUE
173.231.43.98	112	308	15042	6010	22012	TRUE
141.98.216.162	112	311	28127	5001	605000	TRUE
74.118.143.217	112	118	24213	23564	40819	TRUE
212.7.200.110	112	8	24196	18564	99594	TRUE
67.209.52.29	112	606	19443	5000	205000	TRUE
74.63.235.118	111	590	70213	5000	5005000	FALSE
67.209.52.88	111	317	184220	5121	425000	FALSE
141.98.219.81	111	359	84719	5000	3576429	FALSE
204.16.241.151	111	598	7364650	5000	150005000	FALSE
158.101.211.164	111	359	10685	5001	64970	TRUE
13.229.141.191	111	54	10000	10000	10000	TRUE
74.118.143.207	111	110	30334	10057	132592	TRUE
141.98.216.85	111	515	23246	5000	805000	TRUE
208.91.106.88	111	561	20533	5000	515588	TRUE
198.244.253.57	111	324	13871	5000	105000	TRUE
208.91.106.81	111	197	9297	5160	14600	TRUE
204.16.247.30	111	166	5182	5020	6600	TRUE
67.209.52.49	111	271	15797	5000	105000	TRUE
195.181.173.206	111	120	21909	15897	122439	TRUE
54.237.15.64	110	393	80583	5050	2005000	FALSE
184.72.79.25	110	425	66447	5050	2782778	FALSE
207.148.101.43	110	245	173070	5000	10005000	FALSE
155.248.173.140	110	355	28807	5000	1005000	TRUE
135.148.36.97	110	338	54648	5102	805167	TRUE
173.199.118.168	110	138	91194	5000	5005001	TRUE
142.4.53.80	110	560	50609	21430	311264	TRUE
198.244.253.217	110	315	14493	8615	68554	TRUE
130.61.115.18	110	314	9906	5001	105000	TRUE
141.98.217.228	110	182	22307	5000	226000	TRUE
74.118.142.202	110	270	22077	5000	460001	TRUE
45.77.76.89	110	115	29870	5000	897033	TRUE
202.8.8.99	110	165	33975	5000	904999	TRUE
64.31.24.234	110	165	11916	6212	82000	TRUE
45.77.108.224	110	143	12277	5000	105001	TRUE
142.4.53.67	110	374	46336	21566	311495	TRUE
186.233.187.135	110	150	46491	5000	1005000	TRUE
208.91.106.48	110	344	16595	5000	103594	TRUE
202.8.10.103	110	350	15317	5000	105000	TRUE
51.89.9.84	110	323	20993	6969	74172	TRUE
51.89.169.221	110	288	16367	6969	30100	TRUE
103.106.59.77	110	267	11766	6212	58000	TRUE
173.231.44.36	110	430	15149	6008	22007	TRUE
45.250.255.168	110	366	7913	5200	9800	TRUE
74.222.1.133	109	516	11935	5002	115024	TRUE
208.115.205.206	109	610	59509	5000	3005000	TRUE
147.75.32.229	109	444	9130	5160	21000	TRUE
142.4.53.81	109	612	47332	21743	198688	TRUE
74.118.139.121	109	149	32598	5000	351766	TRUE
185.102.218.149	109	143	24348	15945	117110	TRUE
141.98.216.168	109	544	29554	5000	1005001	TRUE
178.249.213.87	109	174	29765	23567	177372	TRUE
67.209.54.154	109	457	57599	5000	1005000	TRUE
160.202.131.9	109	889	13908	12500	17779	TRUE
202.8.9.71	109	155	7744	5000	57251	TRUE
160.202.131.99	109	283	37484	5000	1005001	TRUE
67.209.54.25	109	1089	17346	5036	105000	TRUE
51.75.154.80	109	360	21993	6969	70280	TRUE
173.231.44.57	109	345	14928	6016	21767	TRUE
173.231.44.43	109	347	14115	6045	21970	TRUE
185.209.179.157	109	254	30569	12205	1355045	TRUE
74.118.140.116	108	360	16477	5000	305000	TRUE
208.115.224.50	108	263	265935	5000	7505001	FALSE
142.4.53.91	108	858	49549	11475	310227	TRUE
141.147.170.143	108	323	15435	5001	645000	TRUE
208.115.202.234	108	435	37347	5000	604999	TRUE
208.91.106.54	108	192	29498	5000	235016	TRUE
204.16.246.164	108	620	43461	5000	605000	TRUE
216.246.19.70	108	341	7235	5000	18993	TRUE
141.98.216.86	108	459	12331	5000	105000	TRUE
198.244.253.89	108	304	21122	5000	425000	TRUE
64.31.24.66	108	136	10167	6212	58000	TRUE
167.235.114.244	108	107	5000	5000	5000	TRUE
202.8.11.43	108	317	29034	5000	205001	TRUE
173.231.43.100	108	250	48972	6016	1005000	TRUE
141.98.219.250	108	117	8803	7400	9000	TRUE
54.37.202.173	108	98	25915	12138	71994	TRUE
202.8.8.50	108	203	8624	5000	50002	TRUE
193.123.60.99	107	369	9709	5000	105000	TRUE
74.118.136.39	107	397	33485	5000	604999	TRUE
64.130.48.55	107	500	28194	5000	604999	TRUE
13.215.52.36	107	24	10000	10000	10000	TRUE
54.151.138.84	107	275	58208	10000	405000	TRUE
149.28.35.114	107	508	5400	5400	5400	TRUE
198.244.253.91	107	276	11976	5000	105000	TRUE
66.225.222.117	107	252	7736	5000	16353	TRUE
216.166.16.61	107	468	15271	5000	505000	TRUE
208.115.234.178	107	419	13412	5000	155000	TRUE
107.191.37.115	107	148	40405	5000	2105000	TRUE
141.95.173.170	107	365	5577	5200	6600	TRUE
45.250.255.156	107	431	13598	13301	16769	TRUE
202.8.9.109	107	243	9618	5000	205000	TRUE
51.89.9.96	107	324	29018	6969	74156	TRUE
54.37.92.134	107	324	27834	6969	71192	TRUE
51.195.199.117	107	274	17188	6969	22009	TRUE
51.195.199.65	107	274	18327	6969	30100	TRUE
74.118.143.204	107	140	7353	5012	75000	TRUE
173.231.44.59	107	350	14968	6029	21871	TRUE
195.181.173.211	107	151	23479	15901	183770	TRUE
204.16.244.200	106	214	24920	5000	805000	TRUE
51.38.104.138	106	259	21093	5900	101900	TRUE
207.148.110.71	106	258	27934	5000	1005000	TRUE
74.63.235.206	106	517	14634	5000	155000	TRUE
202.8.8.148	106	205	21392	5000	235000	TRUE
202.8.10.72	106	387	44165	5000	625280	TRUE
132.226.6.223	106	241	16442	5000	805000	TRUE
13.115.99.40	106	95	10000	10000	10000	TRUE
52.192.1.125	106	39	54596	54000	76000	TRUE
217.170.200.158	106	516	26275	5000	1545541	TRUE
198.244.253.93	106	274	18565	5000	425000	TRUE
49.12.151.134	106	498	30007	5143	605000	TRUE
67.209.54.247	106	311	19004	5000	124549	TRUE
208.91.104.142	106	318	7166	5000	58000	TRUE
51.89.156.10	106	251	18416	6969	62160	TRUE
51.77.83.217	106	330	24413	6969	74892	TRUE
173.231.44.56	106	306	15701	6025	21965	TRUE
173.231.44.41	106	409	14733	6003	22007	TRUE
173.231.44.58	106	321	14929	6006	21943	TRUE
173.231.43.102	106	337	14594	6017	22025	TRUE
173.231.44.39	106	242	27698	6053	1355105	TRUE
173.231.44.48	106	186	15527	6002	21982	TRUE
141.98.219.238	106	288	29196	5001	405000	TRUE
195.181.173.221	106	206	27033	15897	464787	TRUE
195.181.173.249	106	318	21312	15896	189528	TRUE
195.181.173.236	106	287	32270	15913	472299	TRUE
208.91.104.80	105	5	226569	10000	1005000	FALSE
135.125.74.7	105	947	63070	5000	2205000	TRUE
74.63.235.110	105	553	26557	5000	604999	TRUE
208.115.205.198	105	424	39531	5000	2522876	TRUE
202.8.8.114	105	212	41094	5000	604999	TRUE
158.178.146.33	105	349	27614	5001	1005001	TRUE
141.98.217.126	105	373	47992	5000	405000	TRUE
64.31.24.62	105	175	13420	6212	82000	TRUE
195.181.173.234	105	207	23399	15915	135866	TRUE
208.91.106.83	105	642	37992	5000	1005001	TRUE
204.16.247.248	105	225	31890	5000	1805000	TRUE
202.8.8.122	105	148	32238	9204	46999	TRUE
198.244.253.62	105	374	19354	5000	425000	TRUE
204.16.244.85	105	402	42766	5000	1605000	TRUE
74.118.142.204	105	275	8046	5000	145000	TRUE
64.31.24.82	105	195	9480	6212	60000	TRUE
64.31.24.70	105	153	11824	6212	100000	TRUE
74.118.136.234	105	159	8322	5000	20064	TRUE
208.91.104.137	105	252	11409	5000	455001	TRUE
198.154.93.66	105	23	12629	6969	20020	TRUE
74.118.140.174	105	312	43442	5000	1005001	TRUE
51.75.154.81	105	335	27146	6969	74880	TRUE
204.16.241.187	105	267	5000	5000	5000	TRUE
51.195.199.138	105	228	19300	6969	30100	TRUE
173.231.43.101	105	173	14834	6007	21991	TRUE
67.209.52.59	105	263	15280	5000	138062	TRUE
183.81.169.169	105	301	16712	9583	30100	TRUE
150.230.221.154	104	344	12770	5000	275000	TRUE
74.63.235.106	104	568	39851	5000	1505000	TRUE
46.181.69.3	104	565	27423	5000	399616	TRUE
74.118.139.39	104	446	13612	5000	110044	TRUE
208.115.205.222	104	428	44591	5000	2405000	TRUE
202.8.8.149	104	229	21170	5000	405000	TRUE
138.3.210.159	104	297	8160	5001	105000	TRUE
185.229.191.110	104	137	22193	15924	107837	TRUE
103.88.234.69	104	0	16826	5054	105000	TRUE
185.8.107.30	104	213	13386	11875	18606	TRUE
141.98.216.245	104	503	19958	5000	305000	TRUE
208.115.202.238	104	406	44348	5000	3005000	TRUE
202.8.9.58	104	400	41504	5050	405000	TRUE
23.109.172.172	104	621	5675	5200	6600	TRUE
204.16.247.85	104	301	34886	5000	2405000	TRUE
74.118.143.133	104	186	33013	5000	405000	TRUE
208.91.111.166	104	236	16195	5000	720000	TRUE
130.61.230.149	104	302	10141	5001	126022	TRUE
208.91.104.136	104	251	6781	5007	10001	TRUE
202.8.8.119	104	255	34504	5618	485000	TRUE
74.118.139.3	104	84	27381	10057	55000	TRUE
64.31.24.94	104	165	13146	6212	100000	TRUE
198.244.253.130	104	300	16848	5000	201000	TRUE
140.82.13.65	104	152	23727	5000	705000	TRUE
64.31.24.226	104	196	11055	6212	100000	TRUE
64.31.24.238	104	168	13118	6212	100000	TRUE
64.31.24.78	104	174	12984	6212	58000	TRUE
202.8.11.23	104	325	31080	5000	510000	TRUE
204.16.244.151	104	250	13526	5000	145000	TRUE
64.31.14.190	104	187	12491	6212	100000	TRUE
185.185.49.72	104	634	11789	5200	25000	TRUE
74.118.139.40	104	184	6923	5000	14600	TRUE
67.209.54.75	104	660	52928	5020	2005000	TRUE
51.38.103.198	104	326	21011	6969	73480	TRUE
51.195.199.64	104	272	16925	6969	21952	TRUE
173.231.44.49	104	326	15458	6070	21928	TRUE
173.231.44.44	104	349	14584	6071	21795	TRUE
195.181.173.243	104	365	36931	15900	461701	TRUE
3.91.38.72	103	393	36245	5000	405000	TRUE
54.85.28.200	103	380	44913	5050	505001	TRUE
74.118.143.205	103	263	151241	5000	425000	FALSE
216.144.245.62	103	243	403213	5000	6255000	FALSE
208.91.106.70	103	599	2010254	5000	11005000	FALSE
142.4.53.89	103	846	43008	11288	161500	TRUE
199.254.199.158	103	214	54379	32091	68427	TRUE
185.229.191.119	103	117	21078	15907	109766	TRUE
128.140.11.169	103	274	16712	5115	105000	TRUE
74.63.235.114	103	443	50784	5000	2545541	TRUE
208.115.205.194	103	364	30629	5000	505000	TRUE
142.4.53.86	103	718	51625	11058	198862	TRUE
141.98.216.154	103	64	29114	8373	55000	TRUE
74.63.235.122	103	381	20573	5000	604999	TRUE
74.63.235.198	103	680	18339	5000	604999	TRUE
149.28.26.60	103	181	52799	5012	3005001	TRUE
142.4.53.75	103	746	50146	22003	311382	TRUE
142.4.53.70	103	600	48834	21451	161387	TRUE
130.61.118.98	103	325	10217	5001	105000	TRUE
204.16.247.22	103	127	5184	5020	6000	TRUE
64.130.48.52	103	547	30846	5000	844400	TRUE
141.98.216.180	103	500	55686	5000	1005001	TRUE
64.130.48.54	103	428	52494	5000	1525976	TRUE
3.1.212.98	103	292	32987	10000	405000	TRUE
208.115.202.254	103	449	54583	5000	3005000	TRUE
204.16.243.91	103	254	16684	5000	720000	TRUE
141.98.217.85	103	249	38174	5000	235011	TRUE
208.115.205.230	103	208	47463	5000	2405000	TRUE
208.91.104.138	103	241	8150	5000	63690	TRUE
141.98.216.148	103	242	10000	10000	10000	TRUE
204.16.247.28	103	251	10000	10000	10000	TRUE
208.91.104.141	103	275	21356	6212	1525055	TRUE
74.118.136.56	103	359	14505	5000	90695	TRUE
64.31.24.74	103	175	10223	6212	100000	TRUE
202.8.8.147	103	295	31615	5000	235016	TRUE
66.135.14.117	103	154	11333	5001	66459	TRUE
103.106.59.195	103	221	13306	11238	16472	TRUE
207.246.121.162	103	88	17807	5000	205556	TRUE
198.244.203.226	103	293	15846	5000	105000	TRUE
142.4.53.88	103	465	47169	21459	198505	TRUE
74.118.139.56	103	302	25421	5000	451543	TRUE
198.244.253.160	103	314	16646	5000	425000	TRUE
45.63.7.117	103	113	52215	5000	3705001	TRUE
64.31.24.86	103	172	10795	6212	100000	TRUE
208.91.106.45	103	187	41637	5000	105000	TRUE
199.254.199.156	103	208	30204	5000	1045000	TRUE
51.81.36.225	103	323	55083	5100	805195	TRUE
202.8.8.156	103	193	9528	8315	16400	TRUE
51.195.199.119	103	312	17123	6969	30100	TRUE
51.75.164.241	103	279	29901	6969	1305000	TRUE
51.195.199.128	103	264	16718	6969	21992	TRUE
51.38.108.117	103	326	17016	6969	55000	TRUE
173.231.44.40	103	331	15043	6002	21987	TRUE
173.231.44.53	103	306	13673	6002	21952	TRUE
173.231.44.45	103	339	14240	6007	22009	TRUE
173.231.44.42	103	194	15227	6022	21998	TRUE
173.231.44.54	103	206	15279	6007	22011	TRUE
198.178.224.130	103	93	12428	6600	14600	TRUE
195.181.173.231	103	112	20341	15914	76577	TRUE
204.236.208.204	102	409	35575	5050	405000	TRUE
208.115.203.246	102	361	298892	5000	7505001	FALSE
216.144.245.158	102	211	113161	5000	6255000	FALSE
130.61.149.179	102	335	19254	5001	1005001	TRUE
51.195.72.140	102	428	206803	5900	9514905	FALSE
185.229.191.111	102	97	24400	15905	107828	TRUE
208.91.106.30	102	307	32121	5000	549006	TRUE
208.91.106.43	102	265	30495	5000	235012	TRUE
178.162.172.206	102	145	16637	15899	33400	TRUE
107.20.60.55	102	319	39182	5050	505001	TRUE
208.115.205.210	102	485	27202	5000	531576	TRUE
108.160.133.60	102	214	25757	5000	1005000	TRUE
15.204.133.50	102	319	75593	5102	805091	FALSE
51.38.104.189	102	347	34423	6969	74532	TRUE
185.229.191.120	102	87	25928	15897	131505	TRUE
93.115.25.125	102	352	5574	5200	6600	TRUE
74.63.235.126	102	490	42499	5000	2505000	TRUE
141.98.216.243	102	506	28893	5000	605000	TRUE
204.16.242.205	102	398	16637	5000	200000	TRUE
64.130.48.53	102	483	23316	5000	305000	TRUE
216.155.157.234	102	130	15088	5000	184870	TRUE
141.98.216.241	102	557	32090	5000	505932	TRUE
208.167.249.88	102	196	12906	5000	92952	TRUE
103.219.170.7	102	456	13363	11698	15495	TRUE
103.192.38.163	102	0	13419	12140	18976	TRUE
74.118.139.165	102	488	22103	5000	1005001	TRUE
198.244.253.131	102	311	21885	5000	425000	TRUE
204.16.244.150	102	230	7370	5000	58000	TRUE
74.118.142.185	102	260	9710	5000	100000	TRUE
64.31.14.162	102	187	10683	6212	100000	TRUE
141.98.218.53	102	195	25988	5000	201000	TRUE
142.4.53.79	102	382	40318	21537	310448	TRUE
64.31.14.166	102	159	14711	6212	100000	TRUE
208.115.202.170	102	282	13990	5000	155000	TRUE
67.209.54.179	102	379	30022	5000	505000	TRUE
202.8.9.138	102	264	5191	5020	9800	TRUE
51.81.8.39	102	251	26044	5106	32349	TRUE
74.118.139.147	102	244	44931	5000	1005001	TRUE
216.173.115.180	102	1	15038	15001	15120	TRUE
202.8.10.68	102	248	11287	5000	105000	TRUE
51.89.9.85	102	323	27405	6969	74120	TRUE
51.75.164.244	102	288	17772	6969	30100	TRUE
173.231.44.35	102	209	15038	6016	21885	TRUE
51.38.104.179	102	83	28963	12110	71934	TRUE
208.91.107.75	102	122	9799	6000	22940	TRUE
51.195.72.179	102	81	27274	12128	72297	TRUE
51.195.72.145	102	77	23552	10994	67961	TRUE
18.216.124.235	102	995	16926	5020	155000	TRUE
67.209.54.164	101	230	27090	5000	805000	TRUE
74.118.143.182	101	318	45244	5095	3505000	TRUE
208.115.202.242	101	459	19327	5000	305000	TRUE
185.229.191.106	101	143	22461	15973	100674	TRUE
158.101.95.55	101	265	18253	5000	645000	TRUE
67.209.54.109	101	251	13732	5000	45000	TRUE
208.115.202.246	101	429	21750	5000	305000	TRUE
208.91.106.42	101	287	36341	5000	405000	TRUE
185.8.107.71	101	10	13494	12928	22127	TRUE
185.229.191.105	101	129	28097	15902	282005	TRUE
3.90.110.123	101	323	34187	5050	505000	TRUE
141.98.216.150	101	85	5030	5020	5060	TRUE
138.3.220.217	101	241	28710	5001	805000	TRUE
204.16.242.175	101	288	33668	5000	2405000	TRUE
64.130.48.60	101	499	58570	5000	604999	TRUE
64.130.48.57	101	561	29262	5000	604999	TRUE
208.115.205.226	101	525	19392	5000	305000	TRUE
204.16.242.180	101	535	38557	5000	205001	TRUE
202.8.9.57	101	389	42612	5050	505000	TRUE
130.61.114.71	101	323	8519	5001	34000	TRUE
141.98.216.91	101	515	41856	5000	405000	TRUE
74.63.235.202	101	462	22973	5000	604999	TRUE
141.98.216.244	101	435	24013	5000	549014	TRUE
204.16.241.189	101	582	25489	5000	105001	TRUE
64.130.48.58	101	368	51989	5000	3505000	TRUE
162.19.136.216	101	635	24538	5082	605000	TRUE
141.98.216.242	101	343	39938	5000	2505000	TRUE
202.8.8.44	101	637	14531	5000	235013	TRUE
204.16.241.209	101	297	14715	6600	24200	TRUE
64.31.24.90	101	177	14229	6212	100000	TRUE
64.176.200.175	101	152	28511	5000	1005001	TRUE
202.8.9.107	101	348	6587	5000	65000	TRUE
146.19.127.33	101	141	5702	5020	7800	TRUE
64.176.223.187	101	162	14261	5000	105001	TRUE
141.98.216.56	101	220	5461	5003	7000	TRUE
142.4.53.66	101	404	44887	21741	311354	TRUE
104.238.134.227	101	180	21235	5005	755000	TRUE
207.148.29.82	101	192	45532	5000	2105000	TRUE
66.135.19.23	101	137	25438	5000	1005001	TRUE
5.199.170.104	101	291	6444	6444	6444	TRUE
64.31.24.230	101	192	11510	6212	60000	TRUE
208.91.106.49	101	270	31139	5000	1605000	TRUE
141.98.218.60	101	191	31253	5000	698547	TRUE
74.118.139.75	101	267	14036	5000	105000	TRUE
79.127.227.28	101	50	29476	23567	87992	TRUE
74.118.139.12	101	303	17156	5219	185734	TRUE
51.75.164.242	101	280	17686	6969	30100	TRUE
51.195.199.161	101	229	18902	6969	30100	TRUE
67.209.54.176	101	105	17694	6600	24200	TRUE
141.98.216.84	101	255	16923	5001	405000	TRUE
204.16.242.190	101	280	20546	5000	235009	TRUE
45.250.255.161	101	141	9069	5050	31000	TRUE
202.8.9.25	100	245	363722	5000	6255000	FALSE
15.235.193.186	100	172	9599	9544	13383	FALSE
160.202.128.151	100	169	8905	7816	9821	FALSE
74.118.139.43	100	443	45576	5000	904999	FALSE
198.13.38.237	100	223	23283	5000	755000	FALSE
45.129.84.72	100	1013	14057	11478	20770	TRUE
185.229.191.107	99	88	38424	15922	1341311	FALSE
5.199.172.170	99	1075	30752	5900	442843	TRUE
103.50.32.70	99	6609	55608	55501	55748	TRUE
104.164.35.185	98	0	13321	13301	13400	FALSE
54.196.203.131	98	397	340166	5000	30005000	FALSE
54.234.192.169	98	374	50355	5050	505000	FALSE
150.230.218.42	98	296	13753	5001	405000	FALSE
